,statment,emotion,og filename,sex,filenames
905,4,sad,1012_IEO_SAD_HI.wav,Female,Clean Audio/Clip_0905.wav
906,4,sad,1012_IEO_SAD_LO.wav,Female,Clean Audio/Clip_0906.wav
907,4,sad,1012_IEO_SAD_MD.wav,Female,Clean Audio/Clip_0907.wav
908,5,anger,1012_IOM_ANG_XX.wav,Female,Clean Audio/Clip_0908.wav
909,5,disgust,1012_IOM_DIS_XX.wav,Female,Clean Audio/Clip_0909.wav
910,5,fear,1012_IOM_FEA_XX.wav,Female,Clean Audio/Clip_0910.wav
911,5,happy,1012_IOM_HAP_XX.wav,Female,Clean Audio/Clip_0911.wav
912,5,neutral,1012_IOM_NEU_XX.wav,Female,Clean Audio/Clip_0912.wav
913,5,sad,1012_IOM_SAD_XX.wav,Female,Clean Audio/Clip_0913.wav
914,6,anger,1012_ITH_ANG_XX.wav,Female,Clean Audio/Clip_0914.wav
915,6,disgust,1012_ITH_DIS_XX.wav,Female,Clean Audio/Clip_0915.wav
916,6,fear,1012_ITH_FEA_XX.wav,Female,Clean Audio/Clip_0916.wav
917,6,happy,1012_ITH_HAP_XX.wav,Female,Clean Audio/Clip_0917.wav
918,6,neutral,1012_ITH_NEU_XX.wav,Female,Clean Audio/Clip_0918.wav
919,6,sad,1012_ITH_SAD_XX.wav,Female,Clean Audio/Clip_0919.wav
920,7,anger,1012_ITS_ANG_XX.wav,Female,Clean Audio/Clip_0920.wav
921,7,disgust,1012_ITS_DIS_XX.wav,Female,Clean Audio/Clip_0921.wav
922,7,fear,1012_ITS_FEA_XX.wav,Female,Clean Audio/Clip_0922.wav
923,7,happy,1012_ITS_HAP_XX.wav,Female,Clean Audio/Clip_0923.wav
924,7,neutral,1012_ITS_NEU_XX.wav,Female,Clean Audio/Clip_0924.wav
925,7,sad,1012_ITS_SAD_XX.wav,Female,Clean Audio/Clip_0925.wav
926,8,anger,1012_IWL_ANG_XX.wav,Female,Clean Audio/Clip_0926.wav
927,8,disgust,1012_IWL_DIS_XX.wav,Female,Clean Audio/Clip_0927.wav
928,8,fear,1012_IWL_FEA_XX.wav,Female,Clean Audio/Clip_0928.wav
929,8,happy,1012_IWL_HAP_XX.wav,Female,Clean Audio/Clip_0929.wav
930,8,neutral,1012_IWL_NEU_XX.wav,Female,Clean Audio/Clip_0930.wav
931,8,sad,1012_IWL_SAD_XX.wav,Female,Clean Audio/Clip_0931.wav
932,9,anger,1012_IWW_ANG_XX.wav,Female,Clean Audio/Clip_0932.wav
933,9,disgust,1012_IWW_DIS_XX.wav,Female,Clean Audio/Clip_0933.wav
934,9,fear,1012_IWW_FEA_XX.wav,Female,Clean Audio/Clip_0934.wav
935,9,happy,1012_IWW_HAP_XX.wav,Female,Clean Audio/Clip_0935.wav
936,9,neutral,1012_IWW_NEU_XX.wav,Female,Clean Audio/Clip_0936.wav
937,9,sad,1012_IWW_SAD_XX.wav,Female,Clean Audio/Clip_0937.wav
938,10,anger,1012_MTI_ANG_XX.wav,Female,Clean Audio/Clip_0938.wav
939,10,disgust,1012_MTI_DIS_XX.wav,Female,Clean Audio/Clip_0939.wav
940,10,fear,1012_MTI_FEA_XX.wav,Female,Clean Audio/Clip_0940.wav
941,10,happy,1012_MTI_HAP_XX.wav,Female,Clean Audio/Clip_0941.wav
942,10,neutral,1012_MTI_NEU_XX.wav,Female,Clean Audio/Clip_0942.wav
943,10,sad,1012_MTI_SAD_XX.wav,Female,Clean Audio/Clip_0943.wav
944,11,anger,1012_TAI_ANG_XX.wav,Female,Clean Audio/Clip_0944.wav
945,11,disgust,1012_TAI_DIS_XX.wav,Female,Clean Audio/Clip_0945.wav
946,11,fear,1012_TAI_FEA_XX.wav,Female,Clean Audio/Clip_0946.wav
947,11,happy,1012_TAI_HAP_XX.wav,Female,Clean Audio/Clip_0947.wav
948,11,neutral,1012_TAI_NEU_XX.wav,Female,Clean Audio/Clip_0948.wav
949,11,sad,1012_TAI_SAD_XX.wav,Female,Clean Audio/Clip_0949.wav
950,12,anger,1012_TIE_ANG_XX.wav,Female,Clean Audio/Clip_0950.wav
951,12,disgust,1012_TIE_DIS_XX.wav,Female,Clean Audio/Clip_0951.wav
952,12,fear,1012_TIE_FEA_XX.wav,Female,Clean Audio/Clip_0952.wav
953,12,happy,1012_TIE_HAP_XX.wav,Female,Clean Audio/Clip_0953.wav
954,12,neutral,1012_TIE_NEU_XX.wav,Female,Clean Audio/Clip_0954.wav
955,12,sad,1012_TIE_SAD_XX.wav,Female,Clean Audio/Clip_0955.wav
956,13,anger,1012_TSI_ANG_XX.wav,Female,Clean Audio/Clip_0956.wav
957,13,disgust,1012_TSI_DIS_XX.wav,Female,Clean Audio/Clip_0957.wav
958,13,fear,1012_TSI_FEA_XX.wav,Female,Clean Audio/Clip_0958.wav
959,13,happy,1012_TSI_HAP_XX.wav,Female,Clean Audio/Clip_0959.wav
960,13,neutral,1012_TSI_NEU_XX.wav,Female,Clean Audio/Clip_0960.wav
961,13,sad,1012_TSI_SAD_XX.wav,Female,Clean Audio/Clip_0961.wav
962,14,anger,1012_WSI_ANG_XX.wav,Female,Clean Audio/Clip_0962.wav
963,14,disgust,1012_WSI_DIS_XX.wav,Female,Clean Audio/Clip_0963.wav
964,14,fear,1012_WSI_FEA_XX.wav,Female,Clean Audio/Clip_0964.wav
965,14,happy,1012_WSI_HAP_XX.wav,Female,Clean Audio/Clip_0965.wav
966,14,neutral,1012_WSI_NEU_XX.wav,Female,Clean Audio/Clip_0966.wav
967,14,sad,1012_WSI_SAD_XX.wav,Female,Clean Audio/Clip_0967.wav
968,3,anger,1013_DFA_ANG_XX.wav,Female,Clean Audio/Clip_0968.wav
969,3,disgust,1013_DFA_DIS_XX.wav,Female,Clean Audio/Clip_0969.wav
970,3,fear,1013_DFA_FEA_XX.wav,Female,Clean Audio/Clip_0970.wav
971,3,happy,1013_DFA_HAP_XX.wav,Female,Clean Audio/Clip_0971.wav
972,3,neutral,1013_DFA_NEU_XX.wav,Female,Clean Audio/Clip_0972.wav
973,3,sad,1013_DFA_SAD_XX.wav,Female,Clean Audio/Clip_0973.wav
974,4,anger,1013_IEO_ANG_HI.wav,Female,Clean Audio/Clip_0974.wav
975,4,anger,1013_IEO_ANG_LO.wav,Female,Clean Audio/Clip_0975.wav
976,4,anger,1013_IEO_ANG_MD.wav,Female,Clean Audio/Clip_0976.wav
977,4,disgust,1013_IEO_DIS_HI.wav,Female,Clean Audio/Clip_0977.wav
978,4,disgust,1013_IEO_DIS_LO.wav,Female,Clean Audio/Clip_0978.wav
979,4,disgust,1013_IEO_DIS_MD.wav,Female,Clean Audio/Clip_0979.wav
980,4,fear,1013_IEO_FEA_HI.wav,Female,Clean Audio/Clip_0980.wav
981,4,fear,1013_IEO_FEA_LO.wav,Female,Clean Audio/Clip_0981.wav
982,4,fear,1013_IEO_FEA_MD.wav,Female,Clean Audio/Clip_0982.wav
983,4,happy,1013_IEO_HAP_HI.wav,Female,Clean Audio/Clip_0983.wav
984,4,happy,1013_IEO_HAP_LO.wav,Female,Clean Audio/Clip_0984.wav
985,4,happy,1013_IEO_HAP_MD.wav,Female,Clean Audio/Clip_0985.wav
986,4,neutral,1013_IEO_NEU_XX.wav,Female,Clean Audio/Clip_0986.wav
987,4,sad,1013_IEO_SAD_HI.wav,Female,Clean Audio/Clip_0987.wav
988,4,sad,1013_IEO_SAD_LO.wav,Female,Clean Audio/Clip_0988.wav
989,4,sad,1013_IEO_SAD_MD.wav,Female,Clean Audio/Clip_0989.wav
990,5,anger,1013_IOM_ANG_XX.wav,Female,Clean Audio/Clip_0990.wav
991,5,disgust,1013_IOM_DIS_XX.wav,Female,Clean Audio/Clip_0991.wav
992,5,fear,1013_IOM_FEA_XX.wav,Female,Clean Audio/Clip_0992.wav
993,5,happy,1013_IOM_HAP_XX.wav,Female,Clean Audio/Clip_0993.wav
994,5,neutral,1013_IOM_NEU_XX.wav,Female,Clean Audio/Clip_0994.wav
995,5,sad,1013_IOM_SAD_XX.wav,Female,Clean Audio/Clip_0995.wav
996,6,anger,1013_ITH_ANG_XX.wav,Female,Clean Audio/Clip_0996.wav
997,6,disgust,1013_ITH_DIS_XX.wav,Female,Clean Audio/Clip_0997.wav
998,6,fear,1013_ITH_FEA_XX.wav,Female,Clean Audio/Clip_0998.wav
999,6,happy,1013_ITH_HAP_XX.wav,Female,Clean Audio/Clip_0999.wav
1000,6,neutral,1013_ITH_NEU_XX.wav,Female,Clean Audio/Clip_1000.wav
1001,6,sad,1013_ITH_SAD_XX.wav,Female,Clean Audio/Clip_1001.wav
1002,7,anger,1013_ITS_ANG_XX.wav,Female,Clean Audio/Clip_1002.wav
1003,7,disgust,1013_ITS_DIS_XX.wav,Female,Clean Audio/Clip_1003.wav
1004,7,fear,1013_ITS_FEA_XX.wav,Female,Clean Audio/Clip_1004.wav
1005,7,happy,1013_ITS_HAP_XX.wav,Female,Clean Audio/Clip_1005.wav
1006,7,neutral,1013_ITS_NEU_XX.wav,Female,Clean Audio/Clip_1006.wav
1007,7,sad,1013_ITS_SAD_XX.wav,Female,Clean Audio/Clip_1007.wav
1008,8,anger,1013_IWL_ANG_XX.wav,Female,Clean Audio/Clip_1008.wav
1009,8,disgust,1013_IWL_DIS_XX.wav,Female,Clean Audio/Clip_1009.wav
1010,8,fear,1013_IWL_FEA_XX.wav,Female,Clean Audio/Clip_1010.wav
1011,8,happy,1013_IWL_HAP_XX.wav,Female,Clean Audio/Clip_1011.wav
1012,8,neutral,1013_IWL_NEU_XX.wav,Female,Clean Audio/Clip_1012.wav
1013,8,sad,1013_IWL_SAD_XX.wav,Female,Clean Audio/Clip_1013.wav
1014,9,anger,1013_IWW_ANG_XX.wav,Female,Clean Audio/Clip_1014.wav
1015,9,disgust,1013_IWW_DIS_XX.wav,Female,Clean Audio/Clip_1015.wav
1016,9,fear,1013_IWW_FEA_XX.wav,Female,Clean Audio/Clip_1016.wav
1017,9,happy,1013_IWW_HAP_XX.wav,Female,Clean Audio/Clip_1017.wav
1018,9,neutral,1013_IWW_NEU_XX.wav,Female,Clean Audio/Clip_1018.wav
1019,9,sad,1013_IWW_SAD_XX.wav,Female,Clean Audio/Clip_1019.wav
1020,10,anger,1013_MTI_ANG_XX.wav,Female,Clean Audio/Clip_1020.wav
1021,10,disgust,1013_MTI_DIS_XX.wav,Female,Clean Audio/Clip_1021.wav
1022,10,fear,1013_MTI_FEA_XX.wav,Female,Clean Audio/Clip_1022.wav
1023,10,happy,1013_MTI_HAP_XX.wav,Female,Clean Audio/Clip_1023.wav
1024,10,neutral,1013_MTI_NEU_XX.wav,Female,Clean Audio/Clip_1024.wav
1025,10,sad,1013_MTI_SAD_XX.wav,Female,Clean Audio/Clip_1025.wav
1026,11,anger,1013_TAI_ANG_XX.wav,Female,Clean Audio/Clip_1026.wav
1027,11,disgust,1013_TAI_DIS_XX.wav,Female,Clean Audio/Clip_1027.wav
1028,11,fear,1013_TAI_FEA_XX.wav,Female,Clean Audio/Clip_1028.wav
1029,11,happy,1013_TAI_HAP_XX.wav,Female,Clean Audio/Clip_1029.wav
1030,11,neutral,1013_TAI_NEU_XX.wav,Female,Clean Audio/Clip_1030.wav
1031,11,sad,1013_TAI_SAD_XX.wav,Female,Clean Audio/Clip_1031.wav
1032,12,anger,1013_TIE_ANG_XX.wav,Female,Clean Audio/Clip_1032.wav
1033,12,disgust,1013_TIE_DIS_XX.wav,Female,Clean Audio/Clip_1033.wav
1034,12,fear,1013_TIE_FEA_XX.wav,Female,Clean Audio/Clip_1034.wav
1035,12,happy,1013_TIE_HAP_XX.wav,Female,Clean Audio/Clip_1035.wav
1036,12,neutral,1013_TIE_NEU_XX.wav,Female,Clean Audio/Clip_1036.wav
1037,12,sad,1013_TIE_SAD_XX.wav,Female,Clean Audio/Clip_1037.wav
1038,13,anger,1013_TSI_ANG_XX.wav,Female,Clean Audio/Clip_1038.wav
1039,13,disgust,1013_TSI_DIS_XX.wav,Female,Clean Audio/Clip_1039.wav
1040,13,fear,1013_TSI_FEA_XX.wav,Female,Clean Audio/Clip_1040.wav
1041,13,happy,1013_TSI_HAP_XX.wav,Female,Clean Audio/Clip_1041.wav
1042,13,neutral,1013_TSI_NEU_XX.wav,Female,Clean Audio/Clip_1042.wav
1043,13,sad,1013_TSI_SAD_XX.wav,Female,Clean Audio/Clip_1043.wav
1044,14,anger,1013_WSI_ANG_XX.wav,Female,Clean Audio/Clip_1044.wav
1045,14,disgust,1013_WSI_DIS_XX.wav,Female,Clean Audio/Clip_1045.wav
1046,14,fear,1013_WSI_FEA_XX.wav,Female,Clean Audio/Clip_1046.wav
1047,14,happy,1013_WSI_HAP_XX.wav,Female,Clean Audio/Clip_1047.wav
1048,14,neutral,1013_WSI_NEU_XX.wav,Female,Clean Audio/Clip_1048.wav
1049,14,sad,1013_WSI_SAD_XX.wav,Female,Clean Audio/Clip_1049.wav
1050,3,anger,1014_DFA_ANG_XX.wav,Male,Clean Audio/Clip_1050.wav
1051,3,disgust,1014_DFA_DIS_XX.wav,Male,Clean Audio/Clip_1051.wav
1052,3,fear,1014_DFA_FEA_XX.wav,Male,Clean Audio/Clip_1052.wav
1053,3,happy,1014_DFA_HAP_XX.wav,Male,Clean Audio/Clip_1053.wav
1054,3,neutral,1014_DFA_NEU_XX.wav,Male,Clean Audio/Clip_1054.wav
1055,3,sad,1014_DFA_SAD_XX.wav,Male,Clean Audio/Clip_1055.wav
1056,4,anger,1014_IEO_ANG_HI.wav,Male,Clean Audio/Clip_1056.wav
1057,4,anger,1014_IEO_ANG_LO.wav,Male,Clean Audio/Clip_1057.wav
1058,4,anger,1014_IEO_ANG_MD.wav,Male,Clean Audio/Clip_1058.wav
1059,4,disgust,1014_IEO_DIS_HI.wav,Male,Clean Audio/Clip_1059.wav
1060,4,disgust,1014_IEO_DIS_LO.wav,Male,Clean Audio/Clip_1060.wav
1061,4,disgust,1014_IEO_DIS_MD.wav,Male,Clean Audio/Clip_1061.wav
1062,4,fear,1014_IEO_FEA_HI.wav,Male,Clean Audio/Clip_1062.wav
1063,4,fear,1014_IEO_FEA_LO.wav,Male,Clean Audio/Clip_1063.wav
1064,4,fear,1014_IEO_FEA_MD.wav,Male,Clean Audio/Clip_1064.wav
1065,4,happy,1014_IEO_HAP_HI.wav,Male,Clean Audio/Clip_1065.wav
1066,4,happy,1014_IEO_HAP_LO.wav,Male,Clean Audio/Clip_1066.wav
1067,4,happy,1014_IEO_HAP_MD.wav,Male,Clean Audio/Clip_1067.wav
1068,4,neutral,1014_IEO_NEU_XX.wav,Male,Clean Audio/Clip_1068.wav
1069,4,sad,1014_IEO_SAD_HI.wav,Male,Clean Audio/Clip_1069.wav
1070,4,sad,1014_IEO_SAD_LO.wav,Male,Clean Audio/Clip_1070.wav
1071,4,sad,1014_IEO_SAD_MD.wav,Male,Clean Audio/Clip_1071.wav
1072,5,anger,1014_IOM_ANG_XX.wav,Male,Clean Audio/Clip_1072.wav
1073,5,disgust,1014_IOM_DIS_XX.wav,Male,Clean Audio/Clip_1073.wav
1074,5,fear,1014_IOM_FEA_XX.wav,Male,Clean Audio/Clip_1074.wav
1075,5,happy,1014_IOM_HAP_XX.wav,Male,Clean Audio/Clip_1075.wav
1076,5,neutral,1014_IOM_NEU_XX.wav,Male,Clean Audio/Clip_1076.wav
1077,5,sad,1014_IOM_SAD_XX.wav,Male,Clean Audio/Clip_1077.wav
1078,6,anger,1014_ITH_ANG_XX.wav,Male,Clean Audio/Clip_1078.wav
1079,6,disgust,1014_ITH_DIS_XX.wav,Male,Clean Audio/Clip_1079.wav
1080,6,fear,1014_ITH_FEA_XX.wav,Male,Clean Audio/Clip_1080.wav
1081,6,happy,1014_ITH_HAP_XX.wav,Male,Clean Audio/Clip_1081.wav
1082,6,neutral,1014_ITH_NEU_XX.wav,Male,Clean Audio/Clip_1082.wav
1083,6,sad,1014_ITH_SAD_XX.wav,Male,Clean Audio/Clip_1083.wav
1084,7,anger,1014_ITS_ANG_XX.wav,Male,Clean Audio/Clip_1084.wav
1085,7,disgust,1014_ITS_DIS_XX.wav,Male,Clean Audio/Clip_1085.wav
1086,7,fear,1014_ITS_FEA_XX.wav,Male,Clean Audio/Clip_1086.wav
1087,7,happy,1014_ITS_HAP_XX.wav,Male,Clean Audio/Clip_1087.wav
1088,7,neutral,1014_ITS_NEU_XX.wav,Male,Clean Audio/Clip_1088.wav
1089,7,sad,1014_ITS_SAD_XX.wav,Male,Clean Audio/Clip_1089.wav
1090,8,anger,1014_IWL_ANG_XX.wav,Male,Clean Audio/Clip_1090.wav
1091,8,disgust,1014_IWL_DIS_XX.wav,Male,Clean Audio/Clip_1091.wav
1092,8,fear,1014_IWL_FEA_XX.wav,Male,Clean Audio/Clip_1092.wav
1093,8,happy,1014_IWL_HAP_XX.wav,Male,Clean Audio/Clip_1093.wav
1094,8,neutral,1014_IWL_NEU_XX.wav,Male,Clean Audio/Clip_1094.wav
1095,8,sad,1014_IWL_SAD_XX.wav,Male,Clean Audio/Clip_1095.wav
1096,9,anger,1014_IWW_ANG_XX.wav,Male,Clean Audio/Clip_1096.wav
1097,9,disgust,1014_IWW_DIS_XX.wav,Male,Clean Audio/Clip_1097.wav
1098,9,fear,1014_IWW_FEA_XX.wav,Male,Clean Audio/Clip_1098.wav
1099,9,happy,1014_IWW_HAP_XX.wav,Male,Clean Audio/Clip_1099.wav
1100,9,neutral,1014_IWW_NEU_XX.wav,Male,Clean Audio/Clip_1100.wav
1101,9,sad,1014_IWW_SAD_XX.wav,Male,Clean Audio/Clip_1101.wav
1102,10,anger,1014_MTI_ANG_XX.wav,Male,Clean Audio/Clip_1102.wav
1103,10,disgust,1014_MTI_DIS_XX.wav,Male,Clean Audio/Clip_1103.wav
1104,10,fear,1014_MTI_FEA_XX.wav,Male,Clean Audio/Clip_1104.wav
1105,10,happy,1014_MTI_HAP_XX.wav,Male,Clean Audio/Clip_1105.wav
1106,10,neutral,1014_MTI_NEU_XX.wav,Male,Clean Audio/Clip_1106.wav
1107,10,sad,1014_MTI_SAD_XX.wav,Male,Clean Audio/Clip_1107.wav
1108,11,anger,1014_TAI_ANG_XX.wav,Male,Clean Audio/Clip_1108.wav
1109,11,disgust,1014_TAI_DIS_XX.wav,Male,Clean Audio/Clip_1109.wav
1110,11,fear,1014_TAI_FEA_XX.wav,Male,Clean Audio/Clip_1110.wav
1111,11,happy,1014_TAI_HAP_XX.wav,Male,Clean Audio/Clip_1111.wav
1112,11,neutral,1014_TAI_NEU_XX.wav,Male,Clean Audio/Clip_1112.wav
1113,11,sad,1014_TAI_SAD_XX.wav,Male,Clean Audio/Clip_1113.wav
1114,12,anger,1014_TIE_ANG_XX.wav,Male,Clean Audio/Clip_1114.wav
1115,12,disgust,1014_TIE_DIS_XX.wav,Male,Clean Audio/Clip_1115.wav
1116,12,fear,1014_TIE_FEA_XX.wav,Male,Clean Audio/Clip_1116.wav
1117,12,happy,1014_TIE_HAP_XX.wav,Male,Clean Audio/Clip_1117.wav
1118,12,neutral,1014_TIE_NEU_XX.wav,Male,Clean Audio/Clip_1118.wav
1119,12,sad,1014_TIE_SAD_XX.wav,Male,Clean Audio/Clip_1119.wav
1120,13,anger,1014_TSI_ANG_XX.wav,Male,Clean Audio/Clip_1120.wav
1121,13,disgust,1014_TSI_DIS_XX.wav,Male,Clean Audio/Clip_1121.wav
1122,13,fear,1014_TSI_FEA_XX.wav,Male,Clean Audio/Clip_1122.wav
1123,13,happy,1014_TSI_HAP_XX.wav,Male,Clean Audio/Clip_1123.wav
1124,13,neutral,1014_TSI_NEU_XX.wav,Male,Clean Audio/Clip_1124.wav
1125,13,sad,1014_TSI_SAD_XX.wav,Male,Clean Audio/Clip_1125.wav
1126,14,anger,1014_WSI_ANG_XX.wav,Male,Clean Audio/Clip_1126.wav
1127,14,disgust,1014_WSI_DIS_XX.wav,Male,Clean Audio/Clip_1127.wav
1128,14,fear,1014_WSI_FEA_XX.wav,Male,Clean Audio/Clip_1128.wav
1129,14,happy,1014_WSI_HAP_XX.wav,Male,Clean Audio/Clip_1129.wav
1130,14,neutral,1014_WSI_NEU_XX.wav,Male,Clean Audio/Clip_1130.wav
1131,14,sad,1014_WSI_SAD_XX.wav,Male,Clean Audio/Clip_1131.wav
1132,3,anger,1015_DFA_ANG_XX.wav,Male,Clean Audio/Clip_1132.wav
1133,3,disgust,1015_DFA_DIS_XX.wav,Male,Clean Audio/Clip_1133.wav
1134,3,fear,1015_DFA_FEA_XX.wav,Male,Clean Audio/Clip_1134.wav
1135,3,happy,1015_DFA_HAP_XX.wav,Male,Clean Audio/Clip_1135.wav
1136,3,neutral,1015_DFA_NEU_XX.wav,Male,Clean Audio/Clip_1136.wav
1137,3,sad,1015_DFA_SAD_XX.wav,Male,Clean Audio/Clip_1137.wav
1138,4,anger,1015_IEO_ANG_HI.wav,Male,Clean Audio/Clip_1138.wav
1139,4,anger,1015_IEO_ANG_LO.wav,Male,Clean Audio/Clip_1139.wav
1140,4,anger,1015_IEO_ANG_MD.wav,Male,Clean Audio/Clip_1140.wav
1141,4,disgust,1015_IEO_DIS_HI.wav,Male,Clean Audio/Clip_1141.wav
1142,4,disgust,1015_IEO_DIS_LO.wav,Male,Clean Audio/Clip_1142.wav
1143,4,disgust,1015_IEO_DIS_MD.wav,Male,Clean Audio/Clip_1143.wav
1144,4,fear,1015_IEO_FEA_HI.wav,Male,Clean Audio/Clip_1144.wav
1145,4,fear,1015_IEO_FEA_LO.wav,Male,Clean Audio/Clip_1145.wav
1146,4,fear,1015_IEO_FEA_MD.wav,Male,Clean Audio/Clip_1146.wav
1147,4,happy,1015_IEO_HAP_HI.wav,Male,Clean Audio/Clip_1147.wav
1148,4,happy,1015_IEO_HAP_LO.wav,Male,Clean Audio/Clip_1148.wav
1149,4,happy,1015_IEO_HAP_MD.wav,Male,Clean Audio/Clip_1149.wav
1150,4,neutral,1015_IEO_NEU_XX.wav,Male,Clean Audio/Clip_1150.wav
1151,4,sad,1015_IEO_SAD_HI.wav,Male,Clean Audio/Clip_1151.wav
1152,4,sad,1015_IEO_SAD_LO.wav,Male,Clean Audio/Clip_1152.wav
1153,4,sad,1015_IEO_SAD_MD.wav,Male,Clean Audio/Clip_1153.wav
1154,5,anger,1015_IOM_ANG_XX.wav,Male,Clean Audio/Clip_1154.wav
1155,5,disgust,1015_IOM_DIS_XX.wav,Male,Clean Audio/Clip_1155.wav
1156,5,fear,1015_IOM_FEA_XX.wav,Male,Clean Audio/Clip_1156.wav
1157,5,happy,1015_IOM_HAP_XX.wav,Male,Clean Audio/Clip_1157.wav
1158,5,neutral,1015_IOM_NEU_XX.wav,Male,Clean Audio/Clip_1158.wav
1159,5,sad,1015_IOM_SAD_XX.wav,Male,Clean Audio/Clip_1159.wav
1160,6,anger,1015_ITH_ANG_XX.wav,Male,Clean Audio/Clip_1160.wav
1161,6,disgust,1015_ITH_DIS_XX.wav,Male,Clean Audio/Clip_1161.wav
1162,6,fear,1015_ITH_FEA_XX.wav,Male,Clean Audio/Clip_1162.wav
1163,6,happy,1015_ITH_HAP_XX.wav,Male,Clean Audio/Clip_1163.wav
1164,6,neutral,1015_ITH_NEU_XX.wav,Male,Clean Audio/Clip_1164.wav
1165,6,sad,1015_ITH_SAD_XX.wav,Male,Clean Audio/Clip_1165.wav
1166,7,anger,1015_ITS_ANG_XX.wav,Male,Clean Audio/Clip_1166.wav
1167,7,disgust,1015_ITS_DIS_XX.wav,Male,Clean Audio/Clip_1167.wav
1168,7,fear,1015_ITS_FEA_XX.wav,Male,Clean Audio/Clip_1168.wav
1169,7,happy,1015_ITS_HAP_XX.wav,Male,Clean Audio/Clip_1169.wav
1170,7,neutral,1015_ITS_NEU_XX.wav,Male,Clean Audio/Clip_1170.wav
1171,7,sad,1015_ITS_SAD_XX.wav,Male,Clean Audio/Clip_1171.wav
1172,8,anger,1015_IWL_ANG_XX.wav,Male,Clean Audio/Clip_1172.wav
1173,8,disgust,1015_IWL_DIS_XX.wav,Male,Clean Audio/Clip_1173.wav
1174,8,fear,1015_IWL_FEA_XX.wav,Male,Clean Audio/Clip_1174.wav
1175,8,happy,1015_IWL_HAP_XX.wav,Male,Clean Audio/Clip_1175.wav
1176,8,neutral,1015_IWL_NEU_XX.wav,Male,Clean Audio/Clip_1176.wav
1177,8,sad,1015_IWL_SAD_XX.wav,Male,Clean Audio/Clip_1177.wav
1178,9,anger,1015_IWW_ANG_XX.wav,Male,Clean Audio/Clip_1178.wav
1179,9,disgust,1015_IWW_DIS_XX.wav,Male,Clean Audio/Clip_1179.wav
1180,9,fear,1015_IWW_FEA_XX.wav,Male,Clean Audio/Clip_1180.wav
1181,9,happy,1015_IWW_HAP_XX.wav,Male,Clean Audio/Clip_1181.wav
1182,9,neutral,1015_IWW_NEU_XX.wav,Male,Clean Audio/Clip_1182.wav
1183,9,sad,1015_IWW_SAD_XX.wav,Male,Clean Audio/Clip_1183.wav
1184,10,anger,1015_MTI_ANG_XX.wav,Male,Clean Audio/Clip_1184.wav
1185,10,disgust,1015_MTI_DIS_XX.wav,Male,Clean Audio/Clip_1185.wav
1186,10,fear,1015_MTI_FEA_XX.wav,Male,Clean Audio/Clip_1186.wav
1187,10,happy,1015_MTI_HAP_XX.wav,Male,Clean Audio/Clip_1187.wav
1188,10,neutral,1015_MTI_NEU_XX.wav,Male,Clean Audio/Clip_1188.wav
1189,10,sad,1015_MTI_SAD_XX.wav,Male,Clean Audio/Clip_1189.wav
1190,11,anger,1015_TAI_ANG_XX.wav,Male,Clean Audio/Clip_1190.wav
1191,11,disgust,1015_TAI_DIS_XX.wav,Male,Clean Audio/Clip_1191.wav
1192,11,fear,1015_TAI_FEA_XX.wav,Male,Clean Audio/Clip_1192.wav
1193,11,happy,1015_TAI_HAP_XX.wav,Male,Clean Audio/Clip_1193.wav
1194,11,neutral,1015_TAI_NEU_XX.wav,Male,Clean Audio/Clip_1194.wav
1195,11,sad,1015_TAI_SAD_XX.wav,Male,Clean Audio/Clip_1195.wav
1196,12,anger,1015_TIE_ANG_XX.wav,Male,Clean Audio/Clip_1196.wav
1197,12,disgust,1015_TIE_DIS_XX.wav,Male,Clean Audio/Clip_1197.wav
1198,12,fear,1015_TIE_FEA_XX.wav,Male,Clean Audio/Clip_1198.wav
1199,12,happy,1015_TIE_HAP_XX.wav,Male,Clean Audio/Clip_1199.wav
1200,12,neutral,1015_TIE_NEU_XX.wav,Male,Clean Audio/Clip_1200.wav
1201,12,sad,1015_TIE_SAD_XX.wav,Male,Clean Audio/Clip_1201.wav
1202,13,anger,1015_TSI_ANG_XX.wav,Male,Clean Audio/Clip_1202.wav
1203,13,disgust,1015_TSI_DIS_XX.wav,Male,Clean Audio/Clip_1203.wav
1204,13,fear,1015_TSI_FEA_XX.wav,Male,Clean Audio/Clip_1204.wav
1205,13,happy,1015_TSI_HAP_XX.wav,Male,Clean Audio/Clip_1205.wav
1206,13,neutral,1015_TSI_NEU_XX.wav,Male,Clean Audio/Clip_1206.wav
1207,13,sad,1015_TSI_SAD_XX.wav,Male,Clean Audio/Clip_1207.wav
1208,14,anger,1015_WSI_ANG_XX.wav,Male,Clean Audio/Clip_1208.wav
1209,14,disgust,1015_WSI_DIS_XX.wav,Male,Clean Audio/Clip_1209.wav
1210,14,fear,1015_WSI_FEA_XX.wav,Male,Clean Audio/Clip_1210.wav
1211,14,happy,1015_WSI_HAP_XX.wav,Male,Clean Audio/Clip_1211.wav
1212,14,neutral,1015_WSI_NEU_XX.wav,Male,Clean Audio/Clip_1212.wav
1213,14,sad,1015_WSI_SAD_XX.wav,Male,Clean Audio/Clip_1213.wav
1214,3,anger,1016_DFA_ANG_XX.wav,Male,Clean Audio/Clip_1214.wav
